teks,label,remove_user,clean_tweet,Tokenizing,tweet_tokens_fdist,tweet_tokens_WSW,Normalisasi,tweet
kita dah nampak kesan yang lepas bila ramai ada tunai di tangan secara tak langsung aliran,netral,kita dah nampak kesan yang lepas bila ramai ada tunai di tangan secara tak langsung aliran,kita dah nampak kesan yang lepas bila ramai ada tunai di tangan secara tak langsung aliran,"['kita', 'dah', 'nampak', 'kesan', 'yang', 'lepas', 'bila', 'ramai', 'ada', 'tunai', 'di', 'tangan', 'secara', 'tak', 'langsung', 'aliran']",<FreqDist with 16 samples and 16 outcomes>,"['nampak', 'kesan', 'lepas', 'ramai', 'tunai', 'tangan', 'langsung', 'aliran']","['nampak', 'kesan', 'lepas', 'ramai', 'tunai', 'tangan', 'langsung', 'aliran']","['nampak', 'kesan', 'lepas', 'ramai', 'tunai', 'tangan', 'langsung', 'alir']"
sebagai summary recession dijngka lebih mild namun an mnggantikan tema rate hike kos meminjam lebih tinggi juga,netral,sebagai summary recession dijngka lebih mild namun an mnggantikan tema rate hike kos meminjam lebih tinggi juga,sebagai summary recession dijngka lebih mild namun an mnggantikan tema rate hike kos meminjam lebih tinggi juga,"['sebagai', 'summary', 'recession', 'dijngka', 'lebih', 'mild', 'namun', 'an', 'mnggantikan', 'tema', 'rate', 'hike', 'kos', 'meminjam', 'lebih', 'tinggi', 'juga']",<FreqDist with 16 samples and 17 outcomes>,"['summary', 'recession', 'dijngka', 'mild', 'an', 'mnggantikan', 'tema', 'rate', 'hike', 'kos', 'meminjam']","['summary', 'recession', 'dijngka', 'mild', 'an', 'ganti', 'tema', 'rate', 'hike', 'kos', 'meminjam']","['summary', 'recession', 'dijngka', 'mild', 'an', 'ganti', 'tema', 'rate', 'hike', 'kos', 'pinjam']"
inflasi indonesia imbang dengan produk domestik bruto positif jokowi presidenku pembangunan untuk rakyat,netral,inflasi indonesia imbang dengan produk domestik bruto positif jokowi presidenku pembangunan untuk rakyat,inflasi indonesia imbang dengan produk domestik bruto positif jokowi presidenku pembangunan untuk rakyat,"['inflasi', 'indonesia', 'imbang', 'dengan', 'produk', 'domestik', 'bruto', 'positif', 'jokowi', 'presidenku', 'pembangunan', 'untuk', 'rakyat']",<FreqDist with 13 samples and 13 outcomes>,"['inflasi', 'indonesia', 'imbang', 'produk', 'domestik', 'bruto', 'positif', 'jokowi', 'presidenku', 'pembangunan', 'rakyat']","['inflasi', 'indonesia', 'imbang', 'produk', 'domestik', 'bruto', 'positif', 'jokowi', 'presidenku', 'pembangunan', 'rakyat']","['inflasi', 'indonesia', 'imbang', 'produk', 'domestik', 'bruto', 'positif', 'jokowi', 'presiden', 'bangun', 'rakyat']"
ramai tak tahu rm sebulan boleh dapat hibah takaful rmk pampasan naik tiap tahun percuma tanpa kenaikan,netral,ramai tak tahu rm sebulan boleh dapat hibah takaful rmk pampasan naik tiap tahun percuma tanpa kenaikan,ramai tak tahu rm sebulan boleh dapat hibah takaful rmk pampasan naik tiap tahun percuma tanpa kenaikan,"['ramai', 'tak', 'tahu', 'rm', 'sebulan', 'boleh', 'dapat', 'hibah', 'takaful', 'rmk', 'pampasan', 'naik', 'tiap', 'tahun', 'percuma', 'tanpa', 'kenaikan']",<FreqDist with 17 samples and 17 outcomes>,"['ramai', 'rm', 'sebulan', 'hibah', 'takaful', 'rmk', 'pampasan', 'kenaikan']","['ramai', 'rm', 'sebulan', 'hibah', 'takaful', 'rmk', 'pampasan', 'kenaikan']","['ramai', 'rm', 'bulan', 'hibah', 'takaful', 'rmk', 'pampas', 'naik']"
news thread dateng lagii berita nih bikin senyum ehehe kalian baca ambe hir yaa kinerjabri,netral,news thread dateng lagii berita nih bikin senyum ehehe kalian baca ambe hir yaa kinerjabri,news thread dateng lagii berita nih bikin senyum ehehe kalian baca ambe hir yaa kinerjabri,"['news', 'thread', 'dateng', 'lagii', 'berita', 'nih', 'bikin', 'senyum', 'ehehe', 'kalian', 'baca', 'ambe', 'hir', 'yaa', 'kinerjabri']",<FreqDist with 15 samples and 15 outcomes>,"['news', 'thread', 'dateng', 'lagii', 'berita', 'senyum', 'ehehe', 'baca', 'ambe', 'hir', 'yaa', 'kinerjabri']","['news', 'thread', 'dateng', 'lagii', 'berita', 'senyum', 'ehehe', 'baca', 'ambe', 'hir', 'yaa', 'kinerjabri']","['news', 'thread', 'dateng', 'lagi', 'berita', 'senyum', 'ehehe', 'baca', 'ambe', 'hir', 'yaa', 'kinerjabri']"
besok tweet ikan kembung ikan layang ikan jenis andal rakyat indonesia,netral,besok tweet ikan kembung ikan layang ikan jenis andal rakyat indonesia,besok tweet ikan kembung ikan layang ikan jenis andal rakyat indonesia,"['besok', 'tweet', 'ikan', 'kembung', 'ikan', 'layang', 'ikan', 'jenis', 'andal', 'rakyat', 'indonesia']",<FreqDist with 9 samples and 11 outcomes>,"['besok', 'tweet', 'ikan', 'kembung', 'ikan', 'layang', 'ikan', 'jenis', 'andal', 'rakyat', 'indonesia']","['besok', 'tweet', 'ikan', 'kembung', 'ikan', 'layang', 'ikan', 'jenis', 'andal', 'rakyat', 'indonesia']","['besok', 'tweet', 'ikan', 'kembung', 'ikan', 'layang', 'ikan', 'jenis', 'andal', 'rakyat', 'indonesia']"
white album kualitas menurun bukan turun lagi inimah ganti konsep photobook kualitas menurun jugaya selera orang berbeda,netral,white album kualitas menurun bukan turun lagi inimah ganti konsep photobook kualitas menurun jugaya selera orang berbeda,white album kualitas menurun bukan turun lagi inimah ganti konsep photobook kualitas menurun jugaya selera orang berbeda,"['white', 'album', 'kualitas', 'menurun', 'bukan', 'turun', 'lagi', 'inimah', 'ganti', 'konsep', 'photobook', 'kualitas', 'menurun', 'jugaya', 'selera', 'orang', 'berbeda']",<FreqDist with 15 samples and 17 outcomes>,"['white', 'album', 'kualitas', 'menurun', 'turun', 'inimah', 'ganti', 'konsep', 'photobook', 'kualitas', 'menurun', 'jugaya', 'selera', 'orang', 'berbeda']","['white', 'album', 'kualitas', 'menurun', 'turun', 'inimah', 'ganti', 'konsep', 'photobook', 'kualitas', 'menurun', 'jugaya', 'selera', 'orang', 'berbeda']","['white', 'album', 'kualitas', 'turun', 'turun', 'inimah', 'ganti', 'konsep', 'photobook', 'kualitas', 'turun', 'jugaya', 'selera', 'orang', 'beda']"
informasi lebih lanjut mengenai  dapat diakses melalui laman berikut,netral,informasi lebih lanjut mengenai  dapat diakses melalui laman berikut,informasi lebih lanjut mengenai dapat diakses melalui laman berikut,"['informasi', 'lebih', 'lanjut', 'mengenai', 'dapat', 'diakses', 'melalui', 'laman', 'berikut']",<FreqDist with 9 samples and 9 outcomes>,"['informasi', 'diakses', 'laman']","['informasi', 'diakses', 'laman']","['informasi', 'akses', 'laman']"
buat yang belum tau inflasi itu adalah masalah ekonomii di mana harga barang secara keseluruhan menjadi lebih mahal dari sebelumnya,netral,buat yang belum tau inflasi itu adalah masalah ekonomii di mana harga barang secara keseluruhan menjadi lebih mahal dari sebelumnya,buat yang belum tau inflasi itu adalah masalah ekonomii di mana harga barang secara keseluruhan menjadi lebih mahal dari sebelumnya,"['buat', 'yang', 'belum', 'tau', 'inflasi', 'itu', 'adalah', 'masalah', 'ekonomii', 'di', 'mana', 'harga', 'barang', 'secara', 'keseluruhan', 'menjadi', 'lebih', 'mahal', 'dari', 'sebelumnya']",<FreqDist with 20 samples and 20 outcomes>,"['inflasi', 'ekonomii', 'harga', 'barang', 'mahal']","['inflasi', 'ekonomii', 'harga', 'barang', 'mahal']","['inflasi', 'ekonomi', 'harga', 'barang', 'mahal']"
ini dia kinerja bank bri di kuartal tiga ini yuk simak pencapaian nya ,netral,ini dia kinerja bank bri di kuartal tiga ini yuk simak pencapaian nya ,ini dia kinerja bank bri di kuartal tiga ini yuk simak pencapaian nya,"['ini', 'dia', 'kinerja', 'bank', 'bri', 'di', 'kuartal', 'tiga', 'ini', 'yuk', 'simak', 'pencapaian', 'nya']",<FreqDist with 12 samples and 13 outcomes>,"['kinerja', 'bank', 'bri', 'kuartal', 'simak', 'pencapaian']","['kinerja', 'bank', 'bri', 'kuartal', 'simak', 'pencapaian']","['kerja', 'bank', 'bri', 'kuartal', 'simak', 'capai']"
bulan ni ramainya sehari almost beratus hq mula tanya untuk join agent amp dropship untuk buat sideincome dah mula,netral,bulan ni ramainya sehari almost beratus hq mula tanya untuk join agent amp dropship untuk buat sideincome dah mula,bulan ni ramainya sehari almost beratus hq mula tanya untuk join agent amp dropship untuk buat sideincome dah mula,"['bulan', 'ni', 'ramainya', 'sehari', 'almost', 'beratus', 'hq', 'mula', 'tanya', 'untuk', 'join', 'agent', 'amp', 'dropship', 'untuk', 'buat', 'sideincome', 'dah', 'mula']",<FreqDist with 17 samples and 19 outcomes>,"['ramainya', 'sehari', 'almost', 'beratus', 'hq', 'join', 'agent', 'dropship', 'sideincome']","['ramainya', 'sehari', 'almost', 'beratus', 'hq', 'join', 'agent', 'dropship', 'sideincome']","['ramai', 'hari', 'almost', 'atus', 'hq', 'join', 'agent', 'dropship', 'sideincome']"
santai dirumah setelah rutinitas kerja seharian sambil ngulik berita  nemu dan baca sebuah artikel yang isinya mantap,netral,santai dirumah setelah rutinitas kerja seharian sambil ngulik berita  nemu dan baca sebuah artikel yang isinya mantap,santai dirumah setelah rutinitas kerja seharian sambil ngulik berita nemu dan baca sebuah artikel yang isinya mantap,"['santai', 'dirumah', 'setelah', 'rutinitas', 'kerja', 'seharian', 'sambil', 'ngulik', 'berita', 'nemu', 'dan', 'baca', 'sebuah', 'artikel', 'yang', 'isinya', 'mantap']",<FreqDist with 17 samples and 17 outcomes>,"['santai', 'dirumah', 'rutinitas', 'kerja', 'seharian', 'ngulik', 'berita', 'nemu', 'baca', 'artikel', 'isinya', 'mantap']","['santai', 'dirumah', 'rutinitas', 'kerja', 'seharian', 'ngulik', 'berita', 'nemu', 'baca', 'artikel', 'isinya', 'mantap']","['santai', 'rumah', 'rutinitas', 'kerja', 'hari', 'ngulik', 'berita', 'nemu', 'baca', 'artikel', 'isi', 'mantap']"
umkm milik multiplier effect kuat ekonomii indonesia bri fokus menumbuh kembangkan umkm naik,netral,umkm milik multiplier effect kuat ekonomii indonesia bri fokus menumbuh kembangkan umkm naik,umkm milik multiplier effect kuat ekonomii indonesia bri fokus menumbuh kembangkan umkm naik,"['umkm', 'milik', 'multiplier', 'effect', 'kuat', 'ekonomii', 'indonesia', 'bri', 'fokus', 'menumbuh', 'kembangkan', 'umkm', 'naik']",<FreqDist with 12 samples and 13 outcomes>,"['umkm', 'milik', 'multiplier', 'effect', 'kuat', 'ekonomii', 'indonesia', 'bri', 'fokus', 'menumbuh', 'kembangkan', 'umkm']","['umkm', 'milik', 'multiplier', 'effect', 'kuat', 'ekonomii', 'indonesia', 'bri', 'fokus', 'menumbuh', 'kembangkan', 'umkm']","['umkm', 'milik', 'multiplier', 'effect', 'kuat', 'ekonomi', 'indonesia', 'bri', 'fokus', 'tumbuh', 'kembang', 'umkm']"
bri sempat alokasi resources milik daya tumbuh kembang umkm teman baca artikel,netral,bri sempat alokasi resources milik daya tumbuh kembang umkm teman baca artikel,bri sempat alokasi resources milik daya tumbuh kembang umkm teman baca artikel,"['bri', 'sempat', 'alokasi', 'resources', 'milik', 'daya', 'tumbuh', 'kembang', 'umkm', 'teman', 'baca', 'artikel']",<FreqDist with 12 samples and 12 outcomes>,"['bri', 'alokasi', 'resources', 'milik', 'daya', 'tumbuh', 'kembang', 'umkm', 'teman', 'baca', 'artikel']","['bri', 'alokasi', 'resources', 'milik', 'daya', 'tumbuh', 'kembang', 'umkm', 'teman', 'baca', 'artikel']","['bri', 'alokasi', 'resources', 'milik', 'daya', 'tumbuh', 'kembang', 'umkm', 'teman', 'baca', 'artikel']"
gaes bri zaman now keren banget nih  check this out  apresisasi terhadap kinerja bri yang mampu bertah,netral,gaes bri zaman now keren banget nih  check this out  apresisasi terhadap kinerja bri yang mampu bertah,gaes bri zaman now keren banget nih check this out apresisasi terhadap kinerja bri yang mampu bertah,"['gaes', 'bri', 'zaman', 'now', 'keren', 'banget', 'nih', 'check', 'this', 'out', 'apresisasi', 'terhadap', 'kinerja', 'bri', 'yang', 'mampu', 'bertah']",<FreqDist with 16 samples and 17 outcomes>,"['gaes', 'bri', 'zaman', 'now', 'keren', 'banget', 'check', 'this', 'out', 'apresisasi', 'kinerja', 'bri', 'bertah']","['gaes', 'bri', 'zaman', 'sekarang', 'keren', 'banget', 'check', 'this', 'out', 'apresisasi', 'kinerja', 'bri', 'bertah']","['gaes', 'bri', 'zaman', 'sekarang', 'keren', 'banget', 'check', 'this', 'out', 'apresisasi', 'kerja', 'bri', 'bertah']"
bri mempunyai strategy yapp ada lohh sini sim yaa  kalo tau kan jadi ga minder info lt thread ,netral,bri mempunyai strategy yapp ada lohh sini sim yaa  kalo tau kan jadi ga minder info lt thread ,bri mempunyai strategy yapp ada lohh sini sim yaa kalo tau kan jadi ga minder info lt thread,"['bri', 'mempunyai', 'strategy', 'yapp', 'ada', 'lohh', 'sini', 'sim', 'yaa', 'kalo', 'tau', 'kan', 'jadi', 'ga', 'minder', 'info', 'lt', 'thread']",<FreqDist with 18 samples and 18 outcomes>,"['bri', 'strategy', 'yapp', 'lohh', 'sim', 'yaa', 'minder', 'info', 'lt', 'thread']","['bri', 'strategy', 'yapp', 'lohh', 'sim', 'yaa', 'minder', 'info', 'lt', 'thread']","['bri', 'strategy', 'yapp', 'lohh', 'sim', 'yaa', 'minder', 'info', 'lt', 'thread']"
landa isu resesi cerah ekonomii indonesia simak obrol tarik rencana uang generasi cuan eps part youtube generasi cuan resesi inflasi,netral,landa isu resesi cerah ekonomii indonesia simak obrol tarik rencana uang generasi cuan eps part youtube generasi cuan resesi inflasi,landa isu resesi cerah ekonomii indonesia simak obrol tarik rencana uang generasi cuan eps part youtube generasi cuan resesi inflasi,"['landa', 'isu', 'resesi', 'cerah', 'ekonomii', 'indonesia', 'simak', 'obrol', 'tarik', 'rencana', 'uang', 'generasi', 'cuan', 'eps', 'part', 'youtube', 'generasi', 'cuan', 'resesi', 'inflasi']",<FreqDist with 17 samples and 20 outcomes>,"['landa', 'isu', 'resesi', 'cerah', 'ekonomii', 'indonesia', 'simak', 'obrol', 'tarik', 'rencana', 'uang', 'generasi', 'cuan', 'eps', 'part', 'youtube', 'generasi', 'cuan', 'resesi', 'inflasi']","['landa', 'isu', 'resesi', 'cerah', 'ekonomii', 'indonesia', 'simak', 'obrol', 'tarik', 'rencana', 'uang', 'generasi', 'cuan', 'eps', 'part', 'youtube', 'generasi', 'cuan', 'resesi', 'inflasi']","['landa', 'isu', 'resesi', 'cerah', 'ekonomi', 'indonesia', 'simak', 'obrol', 'tarik', 'rencana', 'uang', 'generasi', 'cuan', 'eps', 'part', 'youtube', 'generasi', 'cuan', 'resesi', 'inflasi']"
investasi martab aisha legit mulai dari juta bagi hasil ribu bulan bandingkan jika anda nyimpan uang di bank kena adm inflasi dll untung,netral,investasi martab aisha legit mulai dari juta bagi hasil ribu bulan bandingkan jika anda nyimpan uang di bank kena adm inflasi dll untung,investasi martab aisha legit mulai dari juta bagi hasil ribu bulan bandingkan jika anda nyimpan uang di bank kena adm inflasi dll untung,"['investasi', 'martab', 'aisha', 'legit', 'mulai', 'dari', 'juta', 'bagi', 'hasil', 'ribu', 'bulan', 'bandingkan', 'jika', 'anda', 'nyimpan', 'uang', 'di', 'bank', 'kena', 'adm', 'inflasi', 'dll', 'untung']",<FreqDist with 23 samples and 23 outcomes>,"['investasi', 'martab', 'aisha', 'legit', 'juta', 'hasil', 'ribu', 'bandingkan', 'nyimpan', 'uang', 'bank', 'kena', 'adm', 'inflasi', 'dll', 'untung']","['investasi', 'martab', 'aisha', 'legit', 'juta', 'hasil', 'ribu', 'bandingkan', 'simpan', 'uang', 'bank', 'kena', 'adm', 'inflasi', 'dll', 'untung']","['investasi', 'martab', 'aisha', 'legit', 'juta', 'hasil', 'ribu', 'banding', 'simpan', 'uang', 'bank', 'kena', 'adm', 'inflasi', 'dll', 'untung']"
 gaes bri zaman now keren banget nih  yesss apresisasi terhadap kinerja bri yang mampu bertahan,netral, gaes bri zaman now keren banget nih  yesss apresisasi terhadap kinerja bri yang mampu bertahan,gaes bri zaman now keren banget nih yesss apresisasi terhadap kinerja bri yang mampu bertahan,"['gaes', 'bri', 'zaman', 'now', 'keren', 'banget', 'nih', 'yesss', 'apresisasi', 'terhadap', 'kinerja', 'bri', 'yang', 'mampu', 'bertahan']",<FreqDist with 14 samples and 15 outcomes>,"['gaes', 'bri', 'zaman', 'now', 'keren', 'banget', 'yesss', 'apresisasi', 'kinerja', 'bri', 'bertahan']","['gaes', 'bri', 'zaman', 'sekarang', 'keren', 'banget', 'yesss', 'apresisasi', 'kinerja', 'bri', 'bertahan']","['gaes', 'bri', 'zaman', 'sekarang', 'keren', 'banget', 'yesss', 'apresisasi', 'kerja', 'bri', 'tahan']"
tabung emas cerdas nilai harta gerus inflasi beli mini gold wa minigold mini gold,netral,tabung emas cerdas nilai harta gerus inflasi beli mini gold wa minigold mini gold,tabung emas cerdas nilai harta gerus inflasi beli mini gold wa minigold mini gold,"['tabung', 'emas', 'cerdas', 'nilai', 'harta', 'gerus', 'inflasi', 'beli', 'mini', 'gold', 'wa', 'minigold', 'mini', 'gold']",<FreqDist with 12 samples and 14 outcomes>,"['tabung', 'emas', 'cerdas', 'nilai', 'harta', 'gerus', 'inflasi', 'beli', 'mini', 'gold', 'wa', 'minigold', 'mini', 'gold']","['tabung', 'emas', 'cerdas', 'nilai', 'harta', 'gerus', 'inflasi', 'beli', 'mini', 'gold', 'wa', 'minigold', 'mini', 'gold']","['tabung', 'emas', 'cerdas', 'nilai', 'harta', 'gerus', 'inflasi', 'beli', 'mini', 'gold', 'wa', 'minigold', 'mini', 'gold']"
belum kalau tantang laju naik inflasi bisnis ukm tumbuh belum simak bagi informasi kalian,netral,belum kalau tantang laju naik inflasi bisnis ukm tumbuh belum simak bagi informasi kalian,belum kalau tantang laju naik inflasi bisnis ukm tumbuh belum simak bagi informasi kalian,"['belum', 'kalau', 'tantang', 'laju', 'naik', 'inflasi', 'bisnis', 'ukm', 'tumbuh', 'belum', 'simak', 'bagi', 'informasi', 'kalian']",<FreqDist with 13 samples and 14 outcomes>,"['tantang', 'laju', 'inflasi', 'bisnis', 'ukm', 'tumbuh', 'simak', 'informasi']","['tantang', 'laju', 'inflasi', 'bisnis', 'ukm', 'tumbuh', 'simak', 'informasi']","['tantang', 'laju', 'inflasi', 'bisnis', 'ukm', 'tumbuh', 'simak', 'informasi']"
kadar inflasi malaysia oktober turun jadi turun berturut turut,netral,kadar inflasi malaysia oktober turun jadi turun berturut turut,kadar inflasi malaysia oktober turun jadi turun berturut turut,"['kadar', 'inflasi', 'malaysia', 'oktober', 'turun', 'jadi', 'turun', 'berturut', 'turut']",<FreqDist with 8 samples and 9 outcomes>,"['kadar', 'inflasi', 'malaysia', 'oktober', 'turun', 'turun']","['kadar', 'inflasi', 'malaysia', 'oktober', 'turun', 'turun']","['kadar', 'inflasi', 'malaysia', 'oktober', 'turun', 'turun']"
world population review catat juta orang as gelandang,netral,world population review catat juta orang as gelandang,world population review catat juta orang as gelandang,"['world', 'population', 'review', 'catat', 'juta', 'orang', 'as', 'gelandang']",<FreqDist with 8 samples and 8 outcomes>,"['world', 'population', 'review', 'catat', 'juta', 'orang', 'as', 'gelandang']","['world', 'populasi', 'review', 'catat', 'juta', 'orang', 'as', 'gelandang']","['world', 'populasi', 'review', 'catat', 'juta', 'orang', 'as', 'gelandang']"
petumbuhan positif bisnis umkm kuartal tergambar dari skor indeks bisnis umkm yang berhasil meraih skor,netral,petumbuhan positif bisnis umkm kuartal tergambar dari skor indeks bisnis umkm yang berhasil meraih skor,petumbuhan positif bisnis umkm kuartal tergambar dari skor indeks bisnis umkm yang berhasil meraih skor,"['petumbuhan', 'positif', 'bisnis', 'umkm', 'kuartal', 'tergambar', 'dari', 'skor', 'indeks', 'bisnis', 'umkm', 'yang', 'berhasil', 'meraih', 'skor']",<FreqDist with 12 samples and 15 outcomes>,"['petumbuhan', 'positif', 'bisnis', 'umkm', 'kuartal', 'tergambar', 'skor', 'indeks', 'bisnis', 'umkm', 'berhasil', 'meraih', 'skor']","['petumbuhan', 'positif', 'bisnis', 'umkm', 'kuartal', 'tergambar', 'skor', 'indeks', 'bisnis', 'umkm', 'berhasil', 'meraih', 'skor']","['tumbuh', 'positif', 'bisnis', 'umkm', 'kuartal', 'gambar', 'skor', 'indeks', 'bisnis', 'umkm', 'hasil', 'raih', 'skor']"
kalau inglen yg menang harga bellingham min naik klo france yg lolos harga mbappe yg bal min ngaco inflasi at it best,netral,kalau inglen yg menang harga bellingham min naik klo france yg lolos harga mbappe yg bal min ngaco inflasi at it best,kalau inglen yg menang harga bellingham min naik klo france yg lolos harga mbappe yg bal min ngaco inflasi at it best,"['kalau', 'inglen', 'yg', 'menang', 'harga', 'bellingham', 'min', 'naik', 'klo', 'france', 'yg', 'lolos', 'harga', 'mbappe', 'yg', 'bal', 'min', 'ngaco', 'inflasi', 'at', 'it', 'best']",<FreqDist with 18 samples and 22 outcomes>,"['inglen', 'menang', 'harga', 'bellingham', 'min', 'france', 'lolos', 'harga', 'mbappe', 'bal', 'min', 'ngaco', 'inflasi', 'at', 'it', 'best']","['inglen', 'menang', 'harga', 'bellingham', 'admin', 'france', 'lolos', 'harga', 'mbappe', 'bal', 'admin', 'ngaco', 'inflasi', 'at', 'it', 'best']","['inglen', 'menang', 'harga', 'bellingham', 'admin', 'france', 'lolos', 'harga', 'mbappe', 'bal', 'admin', 'ngaco', 'inflasi', 'at', 'it', 'best']"
dan yang ketiga yaitu kebijakan subsidi bahan bakar minyak bbm yang ditempuh pemerintah pada agustus berimpl,netral,dan yang ketiga yaitu kebijakan subsidi bahan bakar minyak bbm yang ditempuh pemerintah pada agustus berimpl,dan yang ketiga yaitu kebijakan subsidi bahan bakar minyak bbm yang ditempuh pemerintah pada agustus berimpl,"['dan', 'yang', 'ketiga', 'yaitu', 'kebijakan', 'subsidi', 'bahan', 'bakar', 'minyak', 'bbm', 'yang', 'ditempuh', 'pemerintah', 'pada', 'agustus', 'berimpl']",<FreqDist with 15 samples and 16 outcomes>,"['ketiga', 'kebijakan', 'subsidi', 'bahan', 'bakar', 'minyak', 'bbm', 'ditempuh', 'pemerintah', 'agustus', 'berimpl']","['ketiga', 'kebijakan', 'subsidi', 'bahan', 'bakar', 'minyak', 'bbm', 'ditempuh', 'pemerintah', 'agustus', 'berimpl']","['tiga', 'bijak', 'subsidi', 'bahan', 'bakar', 'minyak', 'bbm', 'tempuh', 'perintah', 'agustus', 'berimpl']"
seluar baju kids pun elok anak semua tukar uniqlo daripada marks spencer mothercare inflasi uolls,netral,seluar baju kids pun elok anak semua tukar uniqlo daripada marks spencer mothercare inflasi uolls,seluar baju kids pun elok anak semua tukar uniqlo daripada marks spencer mothercare inflasi uolls,"['seluar', 'baju', 'kids', 'pun', 'elok', 'anak', 'semua', 'tukar', 'uniqlo', 'daripada', 'marks', 'spencer', 'mothercare', 'inflasi', 'uolls']",<FreqDist with 15 samples and 15 outcomes>,"['seluar', 'baju', 'kids', 'elok', 'anak', 'tukar', 'uniqlo', 'marks', 'spencer', 'mothercare', 'inflasi', 'uolls']","['seluar', 'baju', 'kids', 'elok', 'anak', 'tukar', 'uniqlo', 'marks', 'spencer', 'mothercare', 'inflasi', 'uolls']","['seluar', 'baju', 'kids', 'elok', 'anak', 'tukar', 'uniqlo', 'marks', 'spencer', 'mothercare', 'inflasi', 'uolls']"
mesti muka skema macam peja tambun pakai spect yang paling bangga tayang bodohnye budak mandorm jenis pemalas tak pernah,netral,mesti muka skema macam peja tambun pakai spect yang paling bangga tayang bodohnye budak mandorm jenis pemalas tak pernah,mesti muka skema macam peja tambun pakai spect yang paling bangga tayang bodohnye budak mandorm jenis pemalas tak pernah,"['mesti', 'muka', 'skema', 'macam', 'peja', 'tambun', 'pakai', 'spect', 'yang', 'paling', 'bangga', 'tayang', 'bodohnye', 'budak', 'mandorm', 'jenis', 'pemalas', 'tak', 'pernah']",<FreqDist with 19 samples and 19 outcomes>,"['mesti', 'muka', 'skema', 'peja', 'tambun', 'pakai', 'spect', 'bangga', 'tayang', 'bodohnye', 'budak', 'mandorm', 'jenis', 'pemalas']","['mesti', 'muka', 'skema', 'peja', 'tambun', 'pakai', 'spect', 'bangga', 'tayang', 'bodohnye', 'budak', 'mandorm', 'jenis', 'pemalas']","['mesti', 'muka', 'skema', 'peja', 'tambun', 'pakai', 'spect', 'bangga', 'tayang', 'bodohnye', 'budak', 'mandorm', 'jenis', 'malas']"
hasil berdropship di shopee  ntips dalam thread ni mungkin boleh membantu korang berdropship lagi wtu inflasi ni ramai,netral,hasil berdropship di shopee  ntips dalam thread ni mungkin boleh membantu korang berdropship lagi wtu inflasi ni ramai,hasil berdropship di shopee ntips dalam thread ni mungkin boleh membantu korang berdropship lagi wtu inflasi ni ramai,"['hasil', 'berdropship', 'di', 'shopee', 'ntips', 'dalam', 'thread', 'ni', 'mungkin', 'boleh', 'membantu', 'korang', 'berdropship', 'lagi', 'wtu', 'inflasi', 'ni', 'ramai']",<FreqDist with 16 samples and 18 outcomes>,"['hasil', 'berdropship', 'shopee', 'ntips', 'thread', 'membantu', 'korang', 'berdropship', 'wtu', 'inflasi', 'ramai']","['hasil', 'berdropship', 'shopee', 'tips', 'thread', 'membantu', 'korang', 'berdropship', 'wtu', 'inflasi', 'ramai']","['hasil', 'berdropship', 'shopee', 'tips', 'thread', 'bantu', 'korang', 'berdropship', 'wtu', 'inflasi', 'ramai']"
menabung emas adalah cara cerdas agar nilai harta kita tid tergerus inflasi beli minigold wa minigold minigoldjember,netral,menabung emas adalah cara cerdas agar nilai harta kita tid tergerus inflasi beli minigold wa minigold minigoldjember,menabung emas adalah cara cerdas agar nilai harta kita tid tergerus inflasi beli minigold wa minigold minigoldjember,"['menabung', 'emas', 'adalah', 'cara', 'cerdas', 'agar', 'nilai', 'harta', 'kita', 'tid', 'tergerus', 'inflasi', 'beli', 'minigold', 'wa', 'minigold', 'minigoldjember']",<FreqDist with 16 samples and 17 outcomes>,"['menabung', 'emas', 'cerdas', 'nilai', 'harta', 'tid', 'tergerus', 'inflasi', 'beli', 'minigold', 'wa', 'minigold', 'minigoldjember']","['menabung', 'emas', 'cerdas', 'nilai', 'harta', 'tid', 'tergerus', 'inflasi', 'beli', 'minigold', 'wa', 'minigold', 'minigoldjember']","['tabung', 'emas', 'cerdas', 'nilai', 'harta', 'tid', 'gerus', 'inflasi', 'beli', 'minigold', 'wa', 'minigold', 'minigoldjember']"
jaman sby pertumbuhan ekonomii tinggi pendapatan per kapita naik pesat dolar murah inflasi tinggi pun,netral,jaman sby pertumbuhan ekonomii tinggi pendapatan per kapita naik pesat dolar murah inflasi tinggi pun,jaman sby pertumbuhan ekonomii tinggi pendapatan per kapita naik pesat dolar murah inflasi tinggi pun,"['jaman', 'sby', 'pertumbuhan', 'ekonomii', 'tinggi', 'pendapatan', 'per', 'kapita', 'naik', 'pesat', 'dolar', 'murah', 'inflasi', 'tinggi', 'pun']",<FreqDist with 14 samples and 15 outcomes>,"['jaman', 'sby', 'pertumbuhan', 'ekonomii', 'pendapatan', 'kapita', 'pesat', 'dolar', 'murah', 'inflasi']","['jaman', 'sby', 'pertumbuhan', 'ekonomii', 'pendapatan', 'kapita', 'pesat', 'dolar', 'murah', 'inflasi']","['jaman', 'sby', 'tumbuh', 'ekonomi', 'dapat', 'kapita', 'pesat', 'dolar', 'murah', 'inflasi']"
